"Country","Confirmed","Deaths","Recovered","Active","Date","Lat","Long"
"Benin",6,0,0,6,2020-03-30,"9.30769","2.315834"
"Bhutan",4,0,0,4,2020-03-30,"27.514162","90.433601"
"Bolivia",97,4,0,93,2020-03-30,"-16.290154","-63.588653"
"Bosnia and Herzegovina",368,10,17,341,2020-03-30,"43.915886","17.679076"
"Botswana",3,0,0,3,2020-03-30,"-22.328474","24.684866"
"Brazil",4579,159,120,4300,2020-03-30,"-14.235004","-51.92528"
"Brunei",127,1,38,88,2020-03-30,"4.535277","114.727669"
"Bulgaria",359,8,17,334,2020-03-30,"42.733883","25.48583"
"Burkina Faso",246,12,31,203,2020-03-30,"12.238333","-1.561593"
"Burma",14,0,0,14,2020-03-30,"21.913965","95.956223"
"Cabo Verde",6,1,0,5,2020-03-30,"16.002082","-24.013197"
"Cambodia",107,0,21,86,2020-03-30,"12.565679","104.990963"
"Cameroon",139,6,5,128,2020-03-30,"7.369722","12.354722"
"Canada",7398,80,466,6852,2020-03-30,"56.130366","-106.346771"
"Central African Republic",3,0,0,3,2020-03-30,"6.611111","20.939444"
"Chad",5,0,0,5,2020-03-30,"15.454166","18.732207"
"Chile",2449,8,156,2285,2020-03-30,"-35.675147","-71.542969"
"China",82198,3308,75923,2967,2020-03-30,"35.86166","104.195397"
"Colombia",798,12,15,771,2020-03-30,"4.570868","-74.297333"
"Congo (Brazzaville)",19,0,0,19,2020-03-30,"-0.228021","15.827659"
"Congo (Kinshasa)",81,8,2,71,2020-03-30,"-4.038333","21.758664"
"Costa Rica",330,2,4,324,2020-03-30,"9.748917","-83.753428"
"Cote d'Ivoire",168,1,6,161,2020-03-30,"7.539989","-5.54708"
"Croatia",790,6,67,717,2020-03-30,"45.1","15.2"
"Cuba",170,4,4,162,2020-03-30,"21.521757","-77.781167"
"Cyprus",230,7,22,201,2020-03-30,"35.126413","33.429859"
"Czechia",3001,23,25,2953,2020-03-30,"49.817492","15.472962"
"Denmark",2755,77,73,2605,2020-03-30,"56.26392","9.501785"
"Diamond Princess",712,10,603,99,2020-03-30,"37.749860","-122.597784"
"Djibouti",18,0,0,18,2020-03-30,"11.825138","42.590275"
"Dominica",11,0,0,11,2020-03-30,"15.414999","-61.370976"
"Dominican Republic",901,42,4,855,2020-03-30,"18.735693","-70.162651"
"Ecuador",1962,60,3,1899,2020-03-30,"-1.831239","-78.183406"
"Egypt",656,41,150,465,2020-03-30,"26.820553","30.802498"
"El Salvador",30,0,0,30,2020-03-30,"13.794185","-88.89653"
"Equatorial Guinea",12,0,0,12,2020-03-30,"1.650801","10.267895"
"Eritrea",12,0,0,12,2020-03-30,"15.179384","39.782334"
"Estonia",715,3,20,692,2020-03-30,"58.595272","25.013607"
"Eswatini",9,0,0,9,2020-03-30,"-26.522503","31.465866"
"Ethiopia",23,0,4,19,2020-03-30,"9.145","40.489673"
"Fiji",5,0,0,5,2020-03-30,"-16.578193","179.414413"
"Finland",1352,13,10,1329,2020-03-30,"61.92411","25.748151"
"France",45170,3030,7964,34176,2020-03-30,"46.227638","2.213749"
"Gabon",7,1,0,6,2020-03-30,"-0.803689","11.609444"
"Gambia",4,1,0,3,2020-03-30,"13.443182","-15.310139"
"Georgia",103,0,20,83,2020-03-30,"42.315407","43.356892"
"Germany",66885,645,13500,52740,2020-03-30,"51.165691","10.451526"
"Ghana",152,5,2,145,2020-03-30,"7.946527","-1.023194"
"Greece",1212,43,52,1117,2020-03-30,"39.074208","21.824312"
"Grenada",9,0,0,9,2020-03-30,"12.262776","-61.604171"
"Guatemala",36,1,10,25,2020-03-30,"15.783471","-90.230759"
"Guinea",22,0,0,22,2020-03-30,"9.945587","-9.696645"
"Guinea-Bissau",8,0,0,8,2020-03-30,"11.803749","-15.180413"
"Guyana",8,1,0,7,2020-03-30,"4.860416","-58.93018"
"Haiti",15,0,1,14,2020-03-30,"18.971187","-72.285215"
"Holy See",6,0,0,6,2020-03-30,"41.902916","12.453389"
"Honduras",139,7,3,129,2020-03-30,"15.199999","-86.241905"
"Hungary",447,15,34,398,2020-03-30,"47.162494","19.503304"
"Iceland",1086,2,157,927,2020-03-30,"64.963051","-19.020835"
"India",1251,32,102,1117,2020-03-30,"20.593684","78.96288"
"Indonesia",1414,122,75,1217,2020-03-30,"-0.789275","113.921327"
"Iran",41495,2757,13911,24827,2020-03-30,"32.427908","53.688046"
"Iraq",630,46,152,432,2020-03-30,"33.223191","43.679291"
"Ireland",2910,54,5,2851,2020-03-30,"53.41291","-8.24389"
"Israel",4695,16,161,4518,2020-03-30,"31.046051","34.851612"
"Italy",101739,11591,14620,75528,2020-03-30,"41.87194","12.56738"
"Jamaica",36,1,2,33,2020-03-30,"18.109581","-77.297508"
"Japan",1866,54,424,1388,2020-03-30,"36.204824","138.252924"
"Jordan",268,5,26,237,2020-03-30,"30.585164","36.238414"
"Kazakhstan",302,1,21,280,2020-03-30,"48.019573","66.923684"
"Kenya",50,1,1,48,2020-03-30,"-0.023559","37.906193"
"Korea, South",9661,158,5228,4275,2020-03-30,"35.907757","127.766922"
"Kosovo",94,1,1,92,2020-03-30,"42.602636","20.902977"
"Kuwait",266,0,72,194,2020-03-30,"29.31166","47.481766"
"Kyrgyzstan",94,0,3,91,2020-03-30,"41.20438","74.766098"
"Laos",8,0,0,8,2020-03-30,"19.85627","102.495496"
"Latvia",376,0,1,375,2020-03-30,"56.879635","24.603189"
"Lebanon",446,11,35,400,2020-03-30,"33.854721","35.862285"
"Liberia",3,0,0,3,2020-03-30,"6.428055","-9.429499"
"Libya",8,0,0,8,2020-03-30,"26.3351","17.228331"
"Liechtenstein",62,0,0,62,2020-03-30,"47.166","9.555373"
"Lithuania",491,7,7,477,2020-03-30,"55.169438","23.881275"
"Luxembourg",1988,22,40,1926,2020-03-30,"49.815273","6.129583"
"Madagascar",43,0,0,43,2020-03-30,"-18.766947","46.869107"
"Malaysia",2626,37,479,2110,2020-03-30,"4.210484","101.975766"
"Maldives",17,0,13,4,2020-03-30,"3.202778","73.22068"
"Mali",25,2,0,23,2020-03-30,"17.570692","-3.996166"
"Malta",156,0,2,154,2020-03-30,"35.937496","14.375416"
"Mauritania",5,1,2,2,2020-03-30,"21.00789","-10.940835"
"Mauritius",128,3,0,125,2020-03-30,"-20.348404","57.552152"
"Mexico",993,20,35,938,2020-03-30,"23.634501","-102.552784"
"Moldova",298,2,15,281,2020-03-30,"47.411631","28.369885"
"Monaco",49,1,1,47,2020-03-30,"43.750298","7.412841"
"Mongolia",12,0,2,10,2020-03-30,"46.862496","103.846656"
"Montenegro",91,1,0,90,2020-03-30,"42.708678","19.37439"
"Morocco",556,33,15,508,2020-03-30,"31.791702","-7.09262"
"Mozambique",8,0,0,8,2020-03-30,"-18.665695","35.529562"
"MS Zaandam",2,0,0,2,2020-03-30,"52.442039","4.829199"
"Namibia",11,0,2,9,2020-03-30,"-22.95764","18.49041"
"Nepal",5,0,1,4,2020-03-30,"28.394857","84.124008"
"Netherlands",11817,865,253,10699,2020-03-30,"52.132633","5.291266"
"New Zealand",589,1,63,525,2020-03-30,"-40.900557","174.885971"
"Nicaragua",4,1,0,3,2020-03-30,"12.865416","-85.207229"
"Niger",27,3,0,24,2020-03-30,"17.607789","8.081666"
"Nigeria",131,2,8,121,2020-03-30,"9.081999","8.675277"
"North Macedonia",285,7,12,266,2020-03-30,"41.608635","21.745275"
"Norway",4445,32,12,4401,2020-03-30,"60.472024","8.468946"
"Oman",179,0,29,150,2020-03-30,"21.512583","55.923255"
"Pakistan",1717,21,76,1620,2020-03-30,"30.375321","69.345116"
"Panama",989,24,4,961,2020-03-30,"8.537981","-80.782127"
"Papua New Guinea",1,0,0,1,2020-03-30,"-6.314993","143.95555"
"Paraguay",64,3,1,60,2020-03-30,"-23.442503","-58.443832"
"Peru",950,24,53,873,2020-03-30,"-9.189967","-75.015152"
"Philippines",1546,78,42,1426,2020-03-30,"12.879721","121.774017"
"Poland",2055,31,7,2017,2020-03-30,"51.919438","19.145136"
"Portugal",6408,140,43,6225,2020-03-30,"39.399872","-8.224454"
"Qatar",693,1,51,641,2020-03-30,"25.354826","51.183884"
"Romania",2109,65,209,1835,2020-03-30,"45.943161","24.96676"
"Russia",1836,9,66,1761,2020-03-30,"61.52401","105.318756"
"Rwanda",70,0,0,70,2020-03-30,"-1.940278","29.873888"
"Saint Kitts and Nevis",7,0,0,7,2020-03-30,"17.357822","-62.782998"
"Saint Lucia",9,0,1,8,2020-03-30,"13.909444","-60.978893"
"Saint Vincent and the Grenadines",1,0,1,0,2020-03-30,"12.984305","-61.287228"
"San Marino",230,25,13,192,2020-03-30,"43.94236","12.457777"
"Saudi Arabia",1453,8,115,1330,2020-03-30,"23.885942","45.079162"
"Senegal",162,0,27,135,2020-03-30,"14.497401","-14.452362"
"Serbia",785,16,0,769,2020-03-30,"44.016521","21.005859"
"Seychelles",8,0,0,8,2020-03-30,"-4.679574","55.491977"
"Singapore",879,3,228,648,2020-03-30,"1.352083","103.819836"
"Slovakia",336,0,7,329,2020-03-30,"48.669026","19.699024"
"Slovenia",756,11,10,735,2020-03-30,"46.151241","14.995463"
"Somalia",3,0,0,3,2020-03-30,"5.152149","46.199616"
"South Africa",1326,3,31,1292,2020-03-30,"-30.559482","22.937506"
"Spain",87956,7716,16780,63460,2020-03-30,"40.463667","-3.74922"
"Sri Lanka",122,2,15,105,2020-03-30,"7.873054","80.771797"
"Sudan",6,2,0,4,2020-03-30,"12.862807","30.217636"
"Suriname",8,0,0,8,2020-03-30,"3.919305","-56.027783"
"Sweden",4028,146,16,3866,2020-03-30,"60.128161","18.643501"
"Switzerland",15922,359,1823,13740,2020-03-30,"46.818188","8.227512"
"Syria",10,2,0,8,2020-03-30,"34.802075","38.996815"
"Taiwan*",306,5,39,262,2020-03-30,"23.69781","120.960515"
"Tanzania",19,0,1,18,2020-03-30,"-6.369028","34.888822"
"Thailand",1524,9,229,1286,2020-03-30,"15.870032","100.992541"
"Timor-Leste",1,0,0,1,2020-03-30,"-8.874217","125.727539"
"Togo",30,1,1,28,2020-03-30,"8.619543","0.824782"
"Trinidad and Tobago",82,3,1,78,2020-03-30,"10.691803","-61.222503"
"Tunisia",312,8,3,301,2020-03-30,"33.886917","9.537499"
"Turkey",10827,168,162,10497,2020-03-30,"38.963745","35.243322"
"Uganda",33,0,0,33,2020-03-30,"1.373333","32.290275"
"Ukraine",548,13,8,527,2020-03-30,"48.379433","31.16558"
"United Arab Emirates",611,5,61,545,2020-03-30,"23.424076","53.847818"
"United Kingdom",22453,1411,171,20871,2020-03-30,"55.378051","-3.435973"
"Uruguay",310,1,0,309,2020-03-30,"-32.522779","-55.765835"
"US",161837,2978,5644,153215,2020-03-30,"37.09024","-95.712891"
"Uzbekistan",149,2,7,140,2020-03-30,"41.377491","64.585262"
"Venezuela",135,3,39,93,2020-03-30,"6.42375","-66.58973"
"Vietnam",203,0,55,148,2020-03-30,"14.058324","108.277199"
"West Bank and Gaza",116,1,18,97,2020-03-30,"31.952162","35.233154"
"Zambia",35,0,0,35,2020-03-30,"-13.133897","27.849332"
"Zimbabwe",7,1,0,6,2020-03-30,"-19.015438","29.154857"
"Afghanistan",120,4,2,114,2020-03-29,"33.93911","67.709953"
"Albania",212,10,33,169,2020-03-29,"41.153332","20.168331"
"Algeria",511,31,31,449,2020-03-29,"28.033886","1.659626"
"Andorra",334,6,1,327,2020-03-29,"42.546245","1.601554"
"Angola",7,2,0,5,2020-03-29,"-11.202692","17.873887"
"Antigua and Barbuda",7,0,0,7,2020-03-29,"17.060816","-61.796428"
"Argentina",745,19,72,654,2020-03-29,"-38.416097","-63.616672"
"Armenia",424,3,30,391,2020-03-29,"40.069099","45.038189"
"Australia",3984,16,244,3724,2020-03-29,"-25.274398","133.775136"
"Austria",8788,86,479,8223,2020-03-29,"47.516231","14.550072"
"Azerbaijan",209,4,15,190,2020-03-29,"40.143105","47.576927"
"Bahamas",11,0,1,10,2020-03-29,"25.03428","-77.39628"
"Bahrain",499,4,272,223,2020-03-29,"25.930414","50.637772"
"Bangladesh",48,5,15,28,2020-03-29,"23.684994","90.356331"
"Barbados",33,0,0,33,2020-03-29,"13.193887","-59.543198"
"Belarus",94,0,32,62,2020-03-29,"53.709807","27.953389"
"Belgium",10836,431,1359,9046,2020-03-29,"50.503887","4.469936"
"Belize",2,0,0,2,2020-03-29,"17.189877","-88.49765"
"Benin",6,0,0,6,2020-03-29,"9.30769","2.315834"
"Bhutan",4,0,0,4,2020-03-29,"27.514162","90.433601"
"Bolivia",81,1,0,80,2020-03-29,"-16.290154","-63.588653"
"Bosnia and Herzegovina",323,6,8,309,2020-03-29,"43.915886","17.679076"
"Brazil",4256,136,6,4114,2020-03-29,"-14.235004","-51.92528"
"Brunei",126,1,34,91,2020-03-29,"4.535277","114.727669"
"Bulgaria",346,8,14,324,2020-03-29,"42.733883","25.48583"
"Burkina Faso",222,12,23,187,2020-03-29,"12.238333","-1.561593"
"Burma",10,0,0,10,2020-03-29,"21.913965","95.956223"
"Cabo Verde",6,1,0,5,2020-03-29,"16.002082","-24.013197"
"Cambodia",103,0,21,82,2020-03-29,"12.565679","104.990963"
"Cameroon",139,6,5,128,2020-03-29,"7.369722","12.354722"
"Canada",6280,64,466,5750,2020-03-29,"56.130366","-106.346771"
"Central African Republic",3,0,0,3,2020-03-29,"6.611111","20.939444"
"Chad",3,0,0,3,2020-03-29,"15.454166","18.732207"
"Chile",2139,7,75,2057,2020-03-29,"-35.675147","-71.542969"
"China",82122,3304,75582,3236,2020-03-29,"35.86166","104.195397"
"Colombia",702,10,10,682,2020-03-29,"4.570868","-74.297333"
"Congo (Brazzaville)",19,0,0,19,2020-03-29,"-0.228021","15.827659"
"Congo (Kinshasa)",65,6,2,57,2020-03-29,"-4.038333","21.758664"
"Costa Rica",314,2,3,309,2020-03-29,"9.748917","-83.753428"
"Cote d'Ivoire",165,1,4,160,2020-03-29,"7.539989","-5.54708"
"Croatia",713,6,52,655,2020-03-29,"45.1","15.2"
"Cuba",139,3,4,132,2020-03-29,"21.521757","-77.781167"
"Cyprus",214,5,15,194,2020-03-29,"35.126413","33.429859"
"Czechia",2817,16,11,2790,2020-03-29,"49.817492","15.472962"
"Denmark",2564,72,73,2419,2020-03-29,"56.26392","9.501785"
"Diamond Princess",712,10,603,99,2020-03-29,"37.749860","-122.597784"
"Djibouti",18,0,0,18,2020-03-29,"11.825138","42.590275"
"Dominica",11,0,0,11,2020-03-29,"15.414999","-61.370976"
"Dominican Republic",859,39,3,817,2020-03-29,"18.735693","-70.162651"
"Ecuador",1924,58,3,1863,2020-03-29,"-1.831239","-78.183406"
"Egypt",609,40,132,437,2020-03-29,"26.820553","30.802498"
"El Salvador",24,0,0,24,2020-03-29,"13.794185","-88.89653"
"Equatorial Guinea",12,0,0,12,2020-03-29,"1.650801","10.267895"
"Eritrea",12,0,0,12,2020-03-29,"15.179384","39.782334"
"Estonia",679,3,20,656,2020-03-29,"58.595272","25.013607"
"Eswatini",9,0,0,9,2020-03-29,"-26.522503","31.465866"
"Ethiopia",21,0,1,20,2020-03-29,"9.145","40.489673"
"Fiji",5,0,0,5,2020-03-29,"-16.578193","179.414413"
"Finland",1240,11,10,1219,2020-03-29,"61.92411","25.748151"
"France",40708,2611,7226,30871,2020-03-29,"46.227638","2.213749"
"Gabon",7,1,0,6,2020-03-29,"-0.803689","11.609444"
"Gambia",4,1,0,3,2020-03-29,"13.443182","-15.310139"
"Georgia",91,0,18,73,2020-03-29,"42.315407","43.356892"
"Germany",62095,533,9211,52351,2020-03-29,"51.165691","10.451526"
"Ghana",152,5,2,145,2020-03-29,"7.946527","-1.023194"
"Greece",1156,38,52,1066,2020-03-29,"39.074208","21.824312"
"Grenada",9,0,0,9,2020-03-29,"12.262776","-61.604171"
"Guatemala",34,1,10,23,2020-03-29,"15.783471","-90.230759"
"Guinea",16,0,0,16,2020-03-29,"9.945587","-9.696645"
"Guinea-Bissau",2,0,0,2,2020-03-29,"11.803749","-15.180413"
"Guyana",8,1,0,7,2020-03-29,"4.860416","-58.93018"
"Haiti",15,0,1,14,2020-03-29,"18.971187","-72.285215"
"Holy See",6,0,0,6,2020-03-29,"41.902916","12.453389"
"Honduras",110,3,3,104,2020-03-29,"15.199999","-86.241905"
"Hungary",408,13,34,361,2020-03-29,"47.162494","19.503304"
"Iceland",1020,2,135,883,2020-03-29,"64.963051","-19.020835"
"India",1024,27,95,902,2020-03-29,"20.593684","78.96288"
"Indonesia",1285,114,64,1107,2020-03-29,"-0.789275","113.921327"
"Iran",38309,2640,12391,23278,2020-03-29,"32.427908","53.688046"
"Iraq",547,42,143,362,2020-03-29,"33.223191","43.679291"
"Ireland",2615,46,5,2564,2020-03-29,"53.41291","-8.24389"
"Israel",4247,15,132,4100,2020-03-29,"31.046051","34.851612"
"Italy",97689,10779,13030,73880,2020-03-29,"41.87194","12.56738"
"Jamaica",32,1,2,29,2020-03-29,"18.109581","-77.297508"
"Japan",1866,54,424,1388,2020-03-29,"36.204824","138.252924"
"Jordan",259,3,18,238,2020-03-29,"30.585164","36.238414"
"Kazakhstan",284,1,20,263,2020-03-29,"48.019573","66.923684"
"Kenya",42,1,1,40,2020-03-29,"-0.023559","37.906193"
"Korea, South",9583,152,5033,4398,2020-03-29,"35.907757","127.766922"
"Kosovo",94,1,1,92,2020-03-29,"42.602636","20.902977"
"Kuwait",255,0,67,188,2020-03-29,"29.31166","47.481766"
"Kyrgyzstan",84,0,0,84,2020-03-29,"41.20438","74.766098"
"Laos",8,0,0,8,2020-03-29,"19.85627","102.495496"
"Latvia",347,0,1,346,2020-03-29,"56.879635","24.603189"
"Lebanon",438,10,30,398,2020-03-29,"33.854721","35.862285"
"Liberia",3,0,0,3,2020-03-29,"6.428055","-9.429499"
"Libya",8,0,0,8,2020-03-29,"26.3351","17.228331"
"Liechtenstein",56,0,0,56,2020-03-29,"47.166","9.555373"
"Lithuania",460,7,1,452,2020-03-29,"55.169438","23.881275"
"Luxembourg",1950,21,40,1889,2020-03-29,"49.815273","6.129583"
"Madagascar",39,0,0,39,2020-03-29,"-18.766947","46.869107"
"Malaysia",2470,35,388,2047,2020-03-29,"4.210484","101.975766"
"Maldives",17,0,13,4,2020-03-29,"3.202778","73.22068"
"Mali",18,1,0,17,2020-03-29,"17.570692","-3.996166"
"Malta",151,0,2,149,2020-03-29,"35.937496","14.375416"
"Mauritania",5,0,2,3,2020-03-29,"21.00789","-10.940835"
"Mauritius",107,3,0,104,2020-03-29,"-20.348404","57.552152"
"Mexico",848,16,4,828,2020-03-29,"23.634501","-102.552784"
"Moldova",263,2,2,259,2020-03-29,"47.411631","28.369885"
"Monaco",46,1,1,44,2020-03-29,"43.750298","7.412841"
"Mongolia",12,0,0,12,2020-03-29,"46.862496","103.846656"
"Montenegro",85,1,0,84,2020-03-29,"42.708678","19.37439"
"Morocco",479,26,13,440,2020-03-29,"31.791702","-7.09262"
"Mozambique",8,0,0,8,2020-03-29,"-18.665695","35.529562"
"MS Zaandam",2,0,0,2,2020-03-29,"52.442039","4.829199"
"Namibia",11,0,2,9,2020-03-29,"-22.95764","18.49041"
"Nepal",5,0,1,4,2020-03-29,"28.394857","84.124008"
"Netherlands",10930,772,253,9905,2020-03-29,"52.132633","5.291266"
"New Zealand",514,1,56,457,2020-03-29,"-40.900557","174.885971"
"Nicaragua",4,1,0,3,2020-03-29,"12.865416","-85.207229"
"Niger",18,1,0,17,2020-03-29,"17.607789","8.081666"
"Nigeria",111,1,3,107,2020-03-29,"9.081999","8.675277"
"North Macedonia",259,6,3,250,2020-03-29,"41.608635","21.745275"
"Norway",4284,25,7,4252,2020-03-29,"60.472024","8.468946"
"Oman",167,0,23,144,2020-03-29,"21.512583","55.923255"
"Pakistan",1597,14,29,1554,2020-03-29,"30.375321","69.345116"
"Panama",901,17,4,880,2020-03-29,"8.537981","-80.782127"
"Papua New Guinea",1,0,0,1,2020-03-29,"-6.314993","143.95555"
"Paraguay",59,3,1,55,2020-03-29,"-23.442503","-58.443832"
"Peru",852,18,16,818,2020-03-29,"-9.189967","-75.015152"
"Philippines",1418,71,42,1305,2020-03-29,"12.879721","121.774017"
"Poland",1862,22,7,1833,2020-03-29,"51.919438","19.145136"
"Portugal",5962,119,43,5800,2020-03-29,"39.399872","-8.224454"
"Qatar",634,1,48,585,2020-03-29,"25.354826","51.183884"
"Romania",1815,43,206,1566,2020-03-29,"45.943161","24.96676"
"Russia",1534,8,64,1462,2020-03-29,"61.52401","105.318756"
"Rwanda",70,0,0,70,2020-03-29,"-1.940278","29.873888"
"Saint Kitts and Nevis",2,0,0,2,2020-03-29,"17.357822","-62.782998"
"Saint Lucia",9,0,1,8,2020-03-29,"13.909444","-60.978893"
"Saint Vincent and the Grenadines",1,0,1,0,2020-03-29,"12.984305","-61.287228"
"San Marino",224,22,6,196,2020-03-29,"43.94236","12.457777"
"Saudi Arabia",1299,8,66,1225,2020-03-29,"23.885942","45.079162"
"Senegal",142,0,27,115,2020-03-29,"14.497401","-14.452362"
"Serbia",741,13,0,728,2020-03-29,"44.016521","21.005859"
"Seychelles",8,0,0,8,2020-03-29,"-4.679574","55.491977"
"Singapore",844,3,212,629,2020-03-29,"1.352083","103.819836"
"Slovakia",314,0,2,312,2020-03-29,"48.669026","19.699024"
"Slovenia",730,11,10,709,2020-03-29,"46.151241","14.995463"
"Somalia",3,0,0,3,2020-03-29,"5.152149","46.199616"
"South Africa",1280,2,31,1247,2020-03-29,"-30.559482","22.937506"
"Spain",80110,6803,14709,58598,2020-03-29,"40.463667","-3.74922"
"Sri Lanka",117,1,11,105,2020-03-29,"7.873054","80.771797"
"Sudan",6,1,0,5,2020-03-29,"12.862807","30.217636"
"Suriname",8,0,0,8,2020-03-29,"3.919305","-56.027783"
"Sweden",3700,110,16,3574,2020-03-29,"60.128161","18.643501"
"Switzerland",14829,300,1595,12934,2020-03-29,"46.818188","8.227512"
"Syria",9,1,0,8,2020-03-29,"34.802075","38.996815"
"Taiwan*",298,2,30,266,2020-03-29,"23.69781","120.960515"
"Tanzania",14,0,1,13,2020-03-29,"-6.369028","34.888822"
"Thailand",1388,7,97,1284,2020-03-29,"15.870032","100.992541"
"Timor-Leste",1,0,0,1,2020-03-29,"-8.874217","125.727539"
"Togo",25,1,1,23,2020-03-29,"8.619543","0.824782"
"Trinidad and Tobago",78,3,1,74,2020-03-29,"10.691803","-61.222503"
"Tunisia",312,8,2,302,2020-03-29,"33.886917","9.537499"
"Turkey",9217,131,105,8981,2020-03-29,"38.963745","35.243322"
"Uganda",33,0,0,33,2020-03-29,"1.373333","32.290275"
"Ukraine",475,10,6,459,2020-03-29,"48.379433","31.16558"
"United Arab Emirates",570,3,58,509,2020-03-29,"23.424076","53.847818"
"United Kingdom",19780,1231,151,18398,2020-03-29,"55.378051","-3.435973"
"Uruguay",304,1,0,303,2020-03-29,"-32.522779","-55.765835"
"US",140909,2467,2665,135777,2020-03-29,"37.09024","-95.712891"
"Uzbekistan",144,2,7,135,2020-03-29,"41.377491","64.585262"
"Venezuela",119,2,39,78,2020-03-29,"6.42375","-66.58973"
"Vietnam",188,0,25,163,2020-03-29,"14.058324","108.277199"
"West Bank and Gaza",109,1,18,90,2020-03-29,"31.952162","35.233154"
"Zambia",29,0,0,29,2020-03-29,"-13.133897","27.849332"
"Zimbabwe",7,1,0,6,2020-03-29,"-19.015438","29.154857"
"Afghanistan",110,4,2,104,2020-03-28,"33.93911","67.709953"
"Albania",197,10,31,156,2020-03-28,"41.153332","20.168331"
"Algeria",454,29,31,394,2020-03-28,"28.033886","1.659626"
"Andorra",308,3,1,304,2020-03-28,"42.546245","1.601554"
"Angola",5,0,0,5,2020-03-28,"-11.202692","17.873887"
"Antigua and Barbuda",7,0,0,7,2020-03-28,"17.060816","-61.796428"
"Argentina",690,18,72,600,2020-03-28,"-38.416097","-63.616672"
"Armenia",407,1,30,376,2020-03-28,"40.069099","45.038189"
"Australia",3640,14,244,3382,2020-03-28,"-25.274398","133.775136"
"Austria",8271,68,225,7978,2020-03-28,"47.516231","14.550072"
"Azerbaijan",182,4,15,163,2020-03-28,"40.143105","47.576927"
"Bahamas",10,0,1,9,2020-03-28,"25.03428","-77.39628"
"Bahrain",476,4,265,207,2020-03-28,"25.930414","50.637772"
"Bangladesh",48,5,15,28,2020-03-28,"23.684994","90.356331"
